census_village_code_2011,census_village_name_2011,district_code,subdistrict_code,place_id,lgd_village_code_current,lgd_village_name_current,match_method,match_status,census_reference_year,lgd_reference_period,source_id,observation_type,quality_class
347268,Ghurua,346,02498,JH-VILL-347268,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347269,Kuari,346,02498,JH-VILL-347269,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347270,Mukhapi,346,02498,JH-VILL-347270,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347271,Korgain,346,02498,JH-VILL-347271,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347272,Majhganwan,346,02498,JH-VILL-347272,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347273,Chanchari,346,02498,JH-VILL-347273,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347274,Babura Alias Bhandua,346,02498,JH-VILL-347274,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347275,Jainagra,346,02498,JH-VILL-347275,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347276,Bhurwa,346,02498,JH-VILL-347276,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347277,Kharaundha,346,02498,JH-VILL-347277,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347278,Choka,346,02498,JH-VILL-347278,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347279,Dakar,346,02498,JH-VILL-347279,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347280,Belhath,346,02498,JH-VILL-347280,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347281,Gara Kalan,346,02498,JH-VILL-347281,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347282,Gara Khurd,346,02498,JH-VILL-347282,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347283,Kasnap,346,02498,JH-VILL-347283,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347284,Sunripura,346,02498,JH-VILL-347284,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347285,Kusahi,346,02498,JH-VILL-347285,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347286,Sheikpura Alias Dhabsarki,346,02498,JH-VILL-347286,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347287,Kishunpur,346,02498,JH-VILL-347287,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347288,Pindraha,346,02498,JH-VILL-347288,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347289,Sarki,346,02498,JH-VILL-347289,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347290,Chaukhari,346,02498,JH-VILL-347290,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347291,Siuri,346,02498,JH-VILL-347291,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347292,Kachar,346,02498,JH-VILL-347292,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347293,Kanri,346,02498,JH-VILL-347293,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347294,Dhabria,346,02498,JH-VILL-347294,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347295,Sabya,346,02498,JH-VILL-347295,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347296,Nainabar,346,02498,JH-VILL-347296,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347297,Baherwa,346,02498,JH-VILL-347297,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347298,Ratamgara,346,02498,JH-VILL-347298,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347299,Wolma,346,02498,JH-VILL-347299,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347300,Jatra,346,02498,JH-VILL-347300,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347301,Lamari Khurd,346,02498,JH-VILL-347301,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347302,Chatanian,346,02498,JH-VILL-347302,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347303,Pipardih,346,02498,JH-VILL-347303,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347304,Lamari Kalan,346,02498,JH-VILL-347304,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347305,Jainath Alias Ghordag,346,02498,JH-VILL-347305,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347306,Dawan Kara,346,02499,JH-VILL-347306,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347307,Purhe,346,02499,JH-VILL-347307,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347308,Tanrhe,346,02499,JH-VILL-347308,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347309,Karui,346,02499,JH-VILL-347309,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347310,Baligarh,346,02499,JH-VILL-347310,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347311,Jaharsarai,346,02499,JH-VILL-347311,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347312,Ranitali,346,02499,JH-VILL-347312,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347313,Bhagodih Jalima,346,02499,JH-VILL-347313,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347314,Koinbar,346,02499,JH-VILL-347314,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347315,Sonpurwa,346,02499,JH-VILL-347315,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347316,Chaukhandi,346,02499,JH-VILL-347316,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347317,Gogea,346,02499,JH-VILL-347317,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347318,Bhataulia,346,02499,JH-VILL-347318,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347319,Achhodih,346,02499,JH-VILL-347319,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347320,Chandarpura,346,02499,JH-VILL-347320,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347321,Gopalpur,346,02499,JH-VILL-347321,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347322,Kamat,346,02499,JH-VILL-347322,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347323,Pirthipur,346,02499,JH-VILL-347323,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347324,Hari Ganwan,346,02499,JH-VILL-347324,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347325,Majhganwandube Bhataulia,346,02499,JH-VILL-347325,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347326,Chandna,346,02499,JH-VILL-347326,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347327,Rampur,346,02499,JH-VILL-347327,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347328,Sakarkoni,346,02499,JH-VILL-347328,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347329,Karamdih,346,02499,JH-VILL-347329,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347330,Adhaura,346,02499,JH-VILL-347330,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347331,Ghurua Khurd,346,02499,JH-VILL-347331,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347332,Semrahat,346,02499,JH-VILL-347332,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347333,Sahrastal,346,02499,JH-VILL-347333,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347334,Ghurua Kalan,346,02499,JH-VILL-347334,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347335,Talasbaria,346,02499,JH-VILL-347335,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347336,Bahera Kalan,346,02499,JH-VILL-347336,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347337,Behera Khurd,346,02499,JH-VILL-347337,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347338,Dalko,346,02499,JH-VILL-347338,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347339,Bodra,346,02499,JH-VILL-347339,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347340,Burhi Khar,346,02499,JH-VILL-347340,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347341,Kharsota,346,02499,JH-VILL-347341,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347342,Bhalui,346,02499,JH-VILL-347342,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347343,Majhiganwan,346,02499,JH-VILL-347343,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347344,Ganakpura Alias Baghouti,346,02499,JH-VILL-347344,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347345,Chaukhandi,346,02499,JH-VILL-347345,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347346,Jaungipur,346,02499,JH-VILL-347346,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347347,Morwe,346,02499,JH-VILL-347347,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347348,Benipur,346,02499,JH-VILL-347348,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347349,Ledki,346,02499,JH-VILL-347349,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347350,Ledka,346,02499,JH-VILL-347350,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347351,Misarbigha,346,02499,JH-VILL-347351,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347352,Karkata,346,02499,JH-VILL-347352,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
801763,Majhion (NP),346,02499,JH-VILL-801763,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347353,Bardiha,346,02500,JH-VILL-347353,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347354,Jikabu Kcham,346,02500,JH-VILL-347354,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347355,Lebhri,346,02500,JH-VILL-347355,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347356,Khardiha,346,02500,JH-VILL-347356,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347357,Sukhnadi,346,02500,JH-VILL-347357,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347358,Kolhua,346,02500,JH-VILL-347358,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347359,Barchhabandh,346,02500,JH-VILL-347359,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347360,Lawa Champa,346,02500,JH-VILL-347360,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347361,Adar,346,02500,JH-VILL-347361,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347362,Semri,346,02500,JH-VILL-347362,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347363,Nawadih,346,02500,JH-VILL-347363,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347364,Jatro Banjari,346,02500,JH-VILL-347364,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347365,Obra,346,02500,JH-VILL-347365,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347366,Gangtaria,346,02500,JH-VILL-347366,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347367,Majhganwan,346,02500,JH-VILL-347367,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347368,Loka,346,02500,JH-VILL-347368,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347369,Sarsatia,346,02500,JH-VILL-347369,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347370,Lalgara,346,02500,JH-VILL-347370,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347371,Kundrahe,346,02500,JH-VILL-347371,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347372,Dhelka Alias Salga,346,02500,JH-VILL-347372,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347373,Kaua Khoh,346,02500,JH-VILL-347373,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347374,Babhni,346,02500,JH-VILL-347374,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347375,Siriatongar,346,02501,JH-VILL-347375,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347376,Jogiral Kalan,346,02501,JH-VILL-347376,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347377,Giddhi,346,02501,JH-VILL-347377,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347378,Siddhi,346,02501,JH-VILL-347378,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347379,Kharatia,346,02501,JH-VILL-347379,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347380,Kabisa,346,02501,JH-VILL-347380,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347381,Korga,346,02501,JH-VILL-347381,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347382,Marwanian,346,02501,JH-VILL-347382,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347383,Rohila,346,02501,JH-VILL-347383,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347384,Manpur,346,02501,JH-VILL-347384,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347385,Karanpura,346,02501,JH-VILL-347385,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347386,Baghaundha  Alias Ramna,346,02501,JH-VILL-347386,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347387,Mandohar,346,02501,JH-VILL-347387,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347388,Majhganwan,346,02501,JH-VILL-347388,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347389,Silidag,346,02501,JH-VILL-347389,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347390,Karcha,346,02501,JH-VILL-347390,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347391,Tandwa,346,02501,JH-VILL-347391,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347392,Parsawan,346,02501,JH-VILL-347392,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347393,Bahiar Khurd,346,02501,JH-VILL-347393,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347394,Chamar Bahiari,346,02501,JH-VILL-347394,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347395,Bahiar Kalan,346,02501,JH-VILL-347395,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
347396,Bankheta,346,02501,JH-VILL-347396,,,,unmatched_no_official_census2011_code_in_lgd_response,2011,current,CENSUS_LOCATION_DIR_2011+LGD_CURRENT,temporal_crosswalk,B
