state_code,state_name,district_code,district_name,sub_district_code,sub_district_name,village_code,village_name,cd_block_code,cd_block_name,gram_panchayat_code,gram_panchayat_name,reference_year,closed_drainage_status_a_1_na_2,open_drainage_status_a_1_na_2,no_drainage_status_a_1_na_2,open_pucca_drainage_covered_with_tiles_slabs_status_a_1_na_2,open_pucca_drainage_uncovered_status_a_1_na_2,open_kuccha_drainage_status_a_1_na_2,whether_drain_water_is_discharged_directly_into_water_bodies_or_to_sewar_plant_for_water_bodies_1_sewar_plants_2,is_the_area_covered_under_total_sanitation_campaign_tsc_status_a_1_na_2,community_toilet_complex_including_bath_for_general_public_status_a_1_na_2,community_toilet_complex_excluding_bath_for_general_public_status_a_1_na_2,no_system_garbage_on_road_street_status_a_1_na_2,source_sheet,source_code_column,source_id,source_sha256,source_file
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347188,Bato Kalan,0003,Ketar*,,PARTI KUSHWANI,2011,2,2,1,2,2,2,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347189,Ketri,0003,Ketar*,,KETAR,2011,2,1,2,2,2,1,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347190,Baligarh,0003,Ketar*,02,BALIGARH,2011,2,2,2,2,2,1,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347191,Ketar,0003,Ketar*,,KETAR,2011,2,1,2,2,1,1,1,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347192,Panditpura,0003,Ketar*,,KETAR,2011,2,2,2,2,2,2,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347193,Nawadih,0003,Ketar*,,KETAR,2011,2,2,2,2,2,2,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347194,Gamharia,0003,Ketar*,,PACHADUMAR,2011,2,1,2,2,2,1,2,2,2,2,1,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347195,Bijdih,0003,Ketar*,,PACHADUMAR,2011,2,2,2,2,2,2,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347196,Chandih,0003,Ketar*,,PACHADUMAR,2011,2,1,1,2,2,1,2,2,2,2,1,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347197,Khairwa,0003,Ketar*,,PACHADUMAR,2011,2,2,2,2,2,1,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347198,Tali,0003,Ketar*,,MUKUNDPUR,2011,2,1,1,2,1,1,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347199,Baksipur,0003,Ketar*,,MUKUNDPUR,2011,2,2,1,2,2,2,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347200,Singhpur,0003,Ketar*,,MAKUNDPUR,2011,2,2,1,2,2,1,2,2,2,2,1,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347201,Makundpur,0003,Ketar*,,MAKUNDPUR,2011,2,2,2,2,2,2,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
20,JHARKHAND,346,Garhwa ,02497,Ketar*,347202,Belabar,0003,Ketar*,,MAKUNDPUR,2011,2,2,1,2,2,2,2,2,2,2,2,Village_Data_2000,village_code,CENSUS_DCHB_JH_2011,6d4f5101a7375ce3cb282b78815d86a880098fe1a9c13d17832f429a475aa803,DH_2011_DCHB_Village_Release_2000.xlsx
